team,pos,id,tour,prizepool,place,prizeusd,start,startglicko2mu,startglicko2phi,startglicko2rating,end,endglicko2mu,endglicko2phi,endglicko2rating
orangeesports,1,mushi,WCG Asian Championship 2012,6000,1 ,"3,000 ",08/09/2012,1609.5680298284171,65.01467123730546,1447.0313517351535,09/09/2012,1609.5680298284171,65.84518577834335,1444.9550653825588
orangeesports,2,kyxy,WCG Asian Championship 2012,6000,1 ,"3,000 ",08/09/2012,1609.5680298284171,65.01467123730546,1447.0313517351535,09/09/2012,1609.5680298284171,65.84518577834335,1444.9550653825588
orangeesports,3,yamateh,WCG Asian Championship 2012,6000,1 ,"3,000 ",08/09/2012,1609.5680298284171,65.01467123730546,1447.0313517351535,09/09/2012,1609.5680298284171,65.84518577834335,1444.9550653825588
orangeesports,4,xtinct,WCG Asian Championship 2012,6000,1 ,"3,000 ",08/09/2012,1609.5680298284171,65.01467123730546,1447.0313517351535,09/09/2012,1609.5680298284171,65.84518577834335,1444.9550653825588
orangeesports,5,winter,WCG Asian Championship 2012,6000,1 ,"3,000 ",08/09/2012,1609.5680298284171,65.01467123730546,1447.0313517351535,09/09/2012,1609.5680298284171,65.84518577834335,1444.9550653825588
mithtrust,1,lakelz,WCG Asian Championship 2012,6000,2 ,"2,000 ",08/09/2012,,,,09/09/2012,,,
mithtrust,2,tha,WCG Asian Championship 2012,6000,2 ,"2,000 ",08/09/2012,,,,09/09/2012,,,
mithtrust,3,aabbaa,WCG Asian Championship 2012,6000,2 ,"2,000 ",08/09/2012,,,,09/09/2012,,,
mithtrust,4,tnk,WCG Asian Championship 2012,6000,2 ,"2,000 ",08/09/2012,,,,09/09/2012,,,
mithtrust,5,r5r5,WCG Asian Championship 2012,6000,2 ,"2,000 ",08/09/2012,,,,09/09/2012,,,
ampmwonosobo,1,dx,WCG Asian Championship 2012,6000,3 ,"1,000 ",08/09/2012,,,,09/09/2012,,,
ampmwonosobo,2,ttna,WCG Asian Championship 2012,6000,3 ,"1,000 ",08/09/2012,,,,09/09/2012,,,
ampmwonosobo,3,bld,WCG Asian Championship 2012,6000,3 ,"1,000 ",08/09/2012,,,,09/09/2012,,,
ampmwonosobo,4,cl,WCG Asian Championship 2012,6000,3 ,"1,000 ",08/09/2012,,,,09/09/2012,,,
ampmwonosobo,5,dmy,WCG Asian Championship 2012,6000,3 ,"1,000 ",08/09/2012,,,,09/09/2012,,,
mineski亿鼎博,1,owa,WCG Asian Championship 2012,6000,4 ,0 ,08/09/2012,,,,09/09/2012,,,
mineski亿鼎博,2,bimbo,WCG Asian Championship 2012,6000,4 ,0 ,08/09/2012,,,,09/09/2012,,,
mineski亿鼎博,3,jojero haslink,WCG Asian Championship 2012,6000,4 ,0 ,08/09/2012,,,,09/09/2012,,,
mineski亿鼎博,4,wootz,WCG Asian Championship 2012,6000,4 ,0 ,08/09/2012,,,,09/09/2012,,,
mineski亿鼎博,5,rr,WCG Asian Championship 2012,6000,4 ,0 ,08/09/2012,,,,09/09/2012,,,
veil,1,satanic haslink,WCG Asian Championship 2012,6000,5-6 ,0,08/09/2012,,,,09/09/2012,,,
veil,2,ghostscepter haslink,WCG Asian Championship 2012,6000,5-6 ,0,08/09/2012,,,,09/09/2012,,,
