team,pos,id,tour,prizepool,place,prizeusd,start,startglicko2mu,startglicko2phi,startglicko2rating,end,endglicko2mu,endglicko2phi,endglicko2rating
orangeesports,2,kyxy,AMD Premier League Season 2,5000,1 ,"3,000 ",17/07/2013,,,,23/07/2013,,,
orangeesports,3,ohaiyo,AMD Premier League Season 2,5000,1 ,"3,000 ",17/07/2013,,,,23/07/2013,,,
orangeesports,4,net haslink,AMD Premier League Season 2,5000,1 ,"3,000 ",17/07/2013,,,,23/07/2013,,,
orangeesports,5,xtinct,AMD Premier League Season 2,5000,1 ,"3,000 ",17/07/2013,,,,23/07/2013,,,
zenith,1,yamateh,AMD Premier League Season 2,5000,4 ,0 ,17/07/2013,1754.2935670254628,49.01041141184825,1631.7675384958422,23/07/2013,1731.2924977257553,47.83661611678489,1611.700957433793
zenith,2,xy,AMD Premier League Season 2,5000,4 ,0 ,17/07/2013,1754.2935670254628,49.01041141184825,1631.7675384958422,23/07/2013,1731.2924977257553,47.83661611678489,1611.700957433793
zenith,3,iceiceice,AMD Premier League Season 2,5000,4 ,0 ,17/07/2013,1754.2935670254628,49.01041141184825,1631.7675384958422,23/07/2013,1731.2924977257553,47.83661611678489,1611.700957433793
zenith,4,xfreedom,AMD Premier League Season 2,5000,4 ,0 ,17/07/2013,1754.2935670254628,49.01041141184825,1631.7675384958422,23/07/2013,1731.2924977257553,47.83661611678489,1611.700957433793
zenith,5,ice haslink,AMD Premier League Season 2,5000,4 ,0 ,17/07/2013,1754.2935670254628,49.01041141184825,1631.7675384958422,23/07/2013,1731.2924977257553,47.83661611678489,1611.700957433793
mithtrust,1,tnk,AMD Premier League Season 2,5000,5-8,0,17/07/2013,,,,23/07/2013,,,
mithtrust,2,aabbaa,AMD Premier League Season 2,5000,5-8,0,17/07/2013,,,,23/07/2013,,,
mithtrust,3,lakelz,AMD Premier League Season 2,5000,5-8,0,17/07/2013,,,,23/07/2013,,,
mithtrust,4,feimao,AMD Premier League Season 2,5000,5-8,0,17/07/2013,,,,23/07/2013,,,
mithtrust,5,r5r5,AMD Premier League Season 2,5000,5-8,0,17/07/2013,,,,23/07/2013,,,
mufc,1,dabeliuteef,AMD Premier League Season 2,5000,5-8,0,17/07/2013,,,,23/07/2013,,,
mufc,2,fzfz,AMD Premier League Season 2,5000,5-8,0,17/07/2013,,,,23/07/2013,,,
mufc,3,toofuckinggood,AMD Premier League Season 2,5000,5-8,0,17/07/2013,,,,23/07/2013,,,
mufc,4,winter,AMD Premier League Season 2,5000,5-8,0,17/07/2013,,,,23/07/2013,,,
mufc,5,ling,AMD Premier League Season 2,5000,5-8,0,17/07/2013,,,,23/07/2013,,,
risingstars,1,rabbit,AMD Premier League Season 2,5000,9-16,0,17/07/2013,,,,23/07/2013,,,
risingstars,2,air,AMD Premier League Season 2,5000,9-16,0,17/07/2013,,,,23/07/2013,,,
risingstars,3,xtt,AMD Premier League Season 2,5000,9-16,0,17/07/2013,,,,23/07/2013,,,
risingstars,4,super haslink,AMD Premier League Season 2,5000,9-16,0,17/07/2013,,,,23/07/2013,,,
risingstars,5,xdd,AMD Premier League Season 2,5000,9-16,0,17/07/2013,,,,23/07/2013,,,
rattlesnake,1,lanm,AMD Premier League Season 2,5000,3 ,500 ,17/07/2013,,,,23/07/2013,,,
rattlesnake,2,luo,AMD Premier League Season 2,5000,3 ,500 ,17/07/2013,,,,23/07/2013,,,
rattlesnake,3,icy,AMD Premier League Season 2,5000,3 ,500 ,17/07/2013,,,,23/07/2013,,,
rattlesnake,4,kabu,AMD Premier League Season 2,5000,3 ,500 ,17/07/2013,,,,23/07/2013,,,
rattlesnake,5,sag,AMD Premier League Season 2,5000,3 ,500 ,17/07/2013,,,,23/07/2013,,,
vicigaming,1,fy,AMD Premier League Season 2,5000,2 ,"1,500 ",17/07/2013,,,,23/07/2013,,,
vicigaming,2,cty,AMD Premier League Season 2,5000,2 ,"1,500 ",17/07/2013,,,,23/07/2013,,,
vicigaming,3,tutu,AMD Premier League Season 2,5000,2 ,"1,500 ",17/07/2013,,,,23/07/2013,,,
vicigaming,4,zsmj,AMD Premier League Season 2,5000,2 ,"1,500 ",17/07/2013,,,,23/07/2013,,,
vicigaming,5,fenrir,AMD Premier League Season 2,5000,2 ,"1,500 ",17/07/2013,,,,23/07/2013,,,
esportsmuxi,1,bagayalu,AMD Premier League Season 2,5000,9-16,0,17/07/2013,,,,23/07/2013,,,
esportsmuxi,2,8gk,AMD Premier League Season 2,5000,9-16,0,17/07/2013,,,,23/07/2013,,,
esportsmuxi,3,730,AMD Premier League Season 2,5000,9-16,0,17/07/2013,,,,23/07/2013,,,
esportsmuxi,4,魔王,AMD Premier League Season 2,5000,9-16,0,17/07/2013,,,,23/07/2013,,,
esportsmuxi,5,ppx,AMD Premier League Season 2,5000,9-16,0,17/07/2013,,,,23/07/2013,,,
fxopenesports,1,febby,AMD Premier League Season 2,5000,9-16,0,17/07/2013,,,,23/07/2013,,,
fxopenesports,2,doctor,AMD Premier League Season 2,5000,9-16,0,17/07/2013,,,,23/07/2013,,,
fxopenesports,3,march haslink,AMD Premier League Season 2,5000,9-16,0,17/07/2013,,,,23/07/2013,,,
fxopenesports,4,sagun,AMD Premier League Season 2,5000,9-16,0,17/07/2013,,,,23/07/2013,,,
fxopenesports,5,anarchy,AMD Premier League Season 2,5000,9-16,0,17/07/2013,,,,23/07/2013,,,
1stvn,1,ares,AMD Premier League Season 2,5000,9-16,0,17/07/2013,,,,23/07/2013,,,
1stvn,2,kenan,AMD Premier League Season 2,5000,9-16,0,17/07/2013,,,,23/07/2013,,,
1stvn,3,xylenvish,AMD Premier League Season 2,5000,9-16,0,17/07/2013,,,,23/07/2013,,,
1stvn,4,gift_xc,AMD Premier League Season 2,5000,9-16,0,17/07/2013,,,,23/07/2013,,,
1stvn,5,secret haslink,AMD Premier League Season 2,5000,9-16,0,17/07/2013,,,,23/07/2013,,,
mineski亿鼎博,1,bison,AMD Premier League Season 2,5000,5-8,0,17/07/2013,,,,23/07/2013,,,
mineski亿鼎博,2,jhoven,AMD Premier League Season 2,5000,5-8,0,17/07/2013,,,,23/07/2013,,,
mineski亿鼎博,3,jessievash,AMD Premier League Season 2,5000,5-8,0,17/07/2013,,,,23/07/2013,,,
mineski亿鼎博,4,owa,AMD Premier League Season 2,5000,5-8,0,17/07/2013,,,,23/07/2013,,,
mineski亿鼎博,5,gio,AMD Premier League Season 2,5000,5-8,0,17/07/2013,,,,23/07/2013,,,
joenet,1,donxwan,AMD Premier League Season 2,5000,9-16,0,17/07/2013,,,,23/07/2013,,,
joenet,2,kyosh,AMD Premier League Season 2,5000,9-16,0,17/07/2013,,,,23/07/2013,,,
joenet,3,dummynation,AMD Premier League Season 2,5000,9-16,0,17/07/2013,,,,23/07/2013,,,
joenet,4,legendary,AMD Premier League Season 2,5000,9-16,0,17/07/2013,,,,23/07/2013,,,
joenet,5,minerva,AMD Premier League Season 2,5000,9-16,0,17/07/2013,,,,23/07/2013,,,
tellmewhy,1,bz,AMD Premier League Season 2,5000,9-16,0,17/07/2013,,,,23/07/2013,,,
tellmewhy,2,dogbrain,AMD Premier League Season 2,5000,9-16,0,17/07/2013,,,,23/07/2013,,,
tellmewhy,3,kyt,AMD Premier League Season 2,5000,9-16,0,17/07/2013,,,,23/07/2013,,,
tellmewhy,4,up,AMD Premier League Season 2,5000,9-16,0,17/07/2013,,,,23/07/2013,,,
tellmewhy,5,nocsm,AMD Premier League Season 2,5000,9-16,0,17/07/2013,,,,23/07/2013,,,
gizmogaming,1,nara,AMD Premier League Season 2,5000,9-16,0,17/07/2013,,,,23/07/2013,,,
gizmogaming,2,xnova,AMD Premier League Season 2,5000,9-16,0,17/07/2013,,,,23/07/2013,,,
gizmogaming,3,johnny,AMD Premier League Season 2,5000,9-16,0,17/07/2013,,,,23/07/2013,,,
gizmogaming,4,xigz,AMD Premier League Season 2,5000,9-16,0,17/07/2013,,,,23/07/2013,,,
gizmogaming,5,iamwhoiam,AMD Premier League Season 2,5000,9-16,0,17/07/2013,,,,23/07/2013,,,
netolicgaming,1,ninjaboogie,AMD Premier League Season 2,5000,5-8,0,17/07/2013,,,,23/07/2013,,,
netolicgaming,2,chibix,AMD Premier League Season 2,5000,5-8,0,17/07/2013,,,,23/07/2013,,,
netolicgaming,3,dafa,AMD Premier League Season 2,5000,5-8,0,17/07/2013,,,,23/07/2013,,,
netolicgaming,4,kio,AMD Premier League Season 2,5000,5-8,0,17/07/2013,,,,23/07/2013,,,
netolicgaming,5,benjen,AMD Premier League Season 2,5000,5-8,0,17/07/2013,,,,23/07/2013,,,
neoesg7,1,showt,AMD Premier League Season 2,5000,9-16,0,17/07/2013,,,,23/07/2013,,,
neoesg7,2,leo,AMD Premier League Season 2,5000,9-16,0,17/07/2013,,,,23/07/2013,,,
neoesg7,3,kenji,AMD Premier League Season 2,5000,9-16,0,17/07/2013,,,,23/07/2013,,,
neoesg7,4,kalay,AMD Premier League Season 2,5000,9-16,0,17/07/2013,,,,23/07/2013,,,
neoesg7,5,vrkat,AMD Premier League Season 2,5000,9-16,0,17/07/2013,,,,23/07/2013,,,
teamliquid,1,korok,The International 2013,2874380,7-8,"43,116 ",02/08/2013,1780.4599086348844,36.06183042380219,1690.305332575379,11/08/2013,1780.4599086348844,37.53006397348688,1686.6347487011672
teamliquid,2,tc,The International 2013,2874380,7-8,"43,116 ",02/08/2013,1780.4599086348844,36.06183042380219,1690.305332575379,11/08/2013,1780.4599086348844,37.53006397348688,1686.6347487011672
teamliquid,3,bulba,The International 2013,2874380,7-8,"43,116 ",02/08/2013,1780.4599086348844,36.06183042380219,1690.305332575379,11/08/2013,1780.4599086348844,37.53006397348688,1686.6347487011672
teamliquid,4,fluffnstuff,The International 2013,2874380,7-8,"43,116 ",02/08/2013,1780.4599086348844,36.06183042380219,1690.305332575379,11/08/2013,1780.4599086348844,37.53006397348688,1686.6347487011672
teamliquid,5,ixmike88,The International 2013,2874380,7-8,"43,116 ",02/08/2013,1780.4599086348844,36.06183042380219,1690.305332575379,11/08/2013,1780.4599086348844,37.53006397348688,1686.6347487011672
alliance,1,loda,The International 2013,2874380,1 ,"1,437,190 ",02/08/2013,1903.5863039417902,35.176611140308836,1815.6447760910182,11/08/2013,1904.6867691677367,35.750486984201885,1815.310551707232
alliance,2,s4,The International 2013,2874380,1 ,"1,437,190 ",02/08/2013,1903.5863039417902,35.176611140308836,1815.6447760910182,11/08/2013,1904.6867691677367,35.750486984201885,1815.310551707232
alliance,3,admiralbulldog,The International 2013,2874380,1 ,"1,437,190 ",02/08/2013,1903.5863039417902,35.176611140308836,1815.6447760910182,11/08/2013,1904.6867691677367,35.750486984201885,1815.310551707232
alliance,4,egm,The International 2013,2874380,1 ,"1,437,190 ",02/08/2013,1903.5863039417902,35.176611140308836,1815.6447760910182,11/08/2013,1904.6867691677367,35.750486984201885,1815.310551707232
alliance,5,akke,The International 2013,2874380,1 ,"1,437,190 ",02/08/2013,1903.5863039417902,35.176611140308836,1815.6447760910182,11/08/2013,1904.6867691677367,35.750486984201885,1815.310551707232
fnatic,1,era,The International 2013,2874380,7-8,"43,116 ",02/08/2013,1750.433569713717,35.144296398102185,1662.5728287184616,11/08/2013,1750.433569713717,36.67197478133068,1658.7536327603902
fnatic,2,h4nn1,The International 2013,2874380,7-8,"43,116 ",02/08/2013,1750.433569713717,35.144296398102185,1662.5728287184616,11/08/2013,1750.433569713717,36.67197478133068,1658.7536327603902
fnatic,3,trixi,The International 2013,2874380,7-8,"43,116 ",02/08/2013,1750.433569713717,35.144296398102185,1662.5728287184616,11/08/2013,1750.433569713717,36.67197478133068,1658.7536327603902
fnatic,4,n0tail,The International 2013,2874380,7-8,"43,116 ",02/08/2013,1750.433569713717,35.144296398102185,1662.5728287184616,11/08/2013,1750.433569713717,36.67197478133068,1658.7536327603902
fnatic,5,fly,The International 2013,2874380,7-8,"43,116 ",02/08/2013,1750.433569713717,35.144296398102185,1662.5728287184616,11/08/2013,1750.433569713717,36.67197478133068,1658.7536327603902
zenith,1,iceiceice,The International 2013,2874380,9-12,0 ,02/08/2013,1723.5651295220116,44.03074391830708,1613.488269726244,11/08/2013,1723.5651295220116,45.24807001041207,1610.4449544959814
zenith,2,yamateh,The International 2013,2874380,9-12,0 ,02/08/2013,1723.5651295220116,44.03074391830708,1613.488269726244,11/08/2013,1723.5651295220116,45.24807001041207,1610.4449544959814
zenith,3,xy,The International 2013,2874380,9-12,0 ,02/08/2013,1723.5651295220116,44.03074391830708,1613.488269726244,11/08/2013,1723.5651295220116,45.24807001041207,1610.4449544959814
zenith,4,xfreedom,The International 2013,2874380,9-12,0 ,02/08/2013,1723.5651295220116,44.03074391830708,1613.488269726244,11/08/2013,1723.5651295220116,45.24807001041207,1610.4449544959814
zenith,5,ice haslink,The International 2013,2874380,9-12,0 ,02/08/2013,1723.5651295220116,44.03074391830708,1613.488269726244,11/08/2013,1723.5651295220116,45.24807001041207,1610.4449544959814
teamdignitas,1,aui_2000,The International 2013,2874380,9-12,0 ,02/08/2013,1704.6987653242697,35.48239634543281,1615.9927744606878,11/08/2013,1704.6987653242697,36.98248365009179,1612.2425561990403
teamdignitas,2,sneyking,The International 2013,2874380,9-12,0 ,02/08/2013,1704.6987653242697,35.48239634543281,1615.9927744606878,11/08/2013,1704.6987653242697,36.98248365009179,1612.2425561990403
teamdignitas,3,universe,The International 2013,2874380,9-12,0 ,02/08/2013,1704.6987653242697,35.48239634543281,1615.9927744606878,11/08/2013,1704.6987653242697,36.98248365009179,1612.2425561990403
teamdignitas,4,waytosexy,The International 2013,2874380,9-12,0 ,02/08/2013,1704.6987653242697,35.48239634543281,1615.9927744606878,11/08/2013,1704.6987653242697,36.98248365009179,1612.2425561990403
teamdignitas,5,fogged,The International 2013,2874380,9-12,0 ,02/08/2013,1704.6987653242697,35.48239634543281,1615.9927744606878,11/08/2013,1704.6987653242697,36.98248365009179,1612.2425561990403
virtuspro,1,illidan,The International 2013,2874380,13-16,0 ,02/08/2013,1678.599497630755,35.11848135036347,1590.8032942548464,11/08/2013,1678.599497630755,36.649544112913674,1586.9756373484709
virtuspro,2,crazy,The International 2013,2874380,13-16,0 ,02/08/2013,1678.599497630755,35.11848135036347,1590.8032942548464,11/08/2013,1678.599497630755,36.649544112913674,1586.9756373484709
virtuspro,3,ksi,The International 2013,2874380,13-16,0 ,02/08/2013,1678.599497630755,35.11848135036347,1590.8032942548464,11/08/2013,1678.599497630755,36.649544112913674,1586.9756373484709
virtuspro,4,arsart,The International 2013,2874380,13-16,0 ,02/08/2013,1678.599497630755,35.11848135036347,1590.8032942548464,11/08/2013,1678.599497630755,36.649544112913674,1586.9756373484709
virtuspro,5,ns,The International 2013,2874380,13-16,0 ,02/08/2013,1678.599497630755,35.11848135036347,1590.8032942548464,11/08/2013,1678.599497630755,36.649544112913674,1586.9756373484709
lgdinternational,1,pajkatt,The International 2013,2874380,9-12,0 ,02/08/2013,,,,11/08/2013,,,
lgdinternational,2,g,The International 2013,2874380,9-12,0 ,02/08/2013,,,,11/08/2013,,,
lgdinternational,3,brax,The International 2013,2874380,9-12,0 ,02/08/2013,,,,11/08/2013,,,
lgdinternational,4,1437,The International 2013,2874380,9-12,0 ,02/08/2013,,,,11/08/2013,,,
lgdinternational,5,misery,The International 2013,2874380,9-12,0 ,02/08/2013,,,,11/08/2013,,,
rattlesnake,1,lanm,The International 2013,2874380,13-16,0 ,02/08/2013,,,,11/08/2013,,,
rattlesnake,2,luo,The International 2013,2874380,13-16,0 ,02/08/2013,,,,11/08/2013,,,
rattlesnake,3,icy,The International 2013,2874380,13-16,0 ,02/08/2013,,,,11/08/2013,,,
rattlesnake,4,kabu,The International 2013,2874380,13-16,0 ,02/08/2013,,,,11/08/2013,,,
rattlesnake,5,sag,The International 2013,2874380,13-16,0 ,02/08/2013,,,,11/08/2013,,,
invictusgaming,1,zhou,The International 2013,2874380,5-6,"114,975 ",02/08/2013,1766.8033895771507,43.31357950745296,1658.5194408085183,11/08/2013,1766.8033895771507,44.56174325484041,1655.3990314400496
invictusgaming,2,ferrari430,The International 2013,2874380,5-6,"114,975 ",02/08/2013,1766.8033895771507,43.31357950745296,1658.5194408085183,11/08/2013,1766.8033895771507,44.56174325484041,1655.3990314400496
invictusgaming,3,yyf,The International 2013,2874380,5-6,"114,975 ",02/08/2013,1766.8033895771507,43.31357950745296,1658.5194408085183,11/08/2013,1766.8033895771507,44.56174325484041,1655.3990314400496
invictusgaming,4,chuan,The International 2013,2874380,5-6,"114,975 ",02/08/2013,1766.8033895771507,43.31357950745296,1658.5194408085183,11/08/2013,1766.8033895771507,44.56174325484041,1655.3990314400496
invictusgaming,5,faith,The International 2013,2874380,5-6,"114,975 ",02/08/2013,1766.8033895771507,43.31357950745296,1658.5194408085183,11/08/2013,1766.8033895771507,44.56174325484041,1655.3990314400496
tongfu,1,hao,The International 2013,2874380,4 ,"201,207 ",02/08/2013,,,,11/08/2013,,,
tongfu,2,mu,The International 2013,2874380,4 ,"201,207 ",02/08/2013,,,,11/08/2013,,,
tongfu,3,sansheng,The International 2013,2874380,4 ,"201,207 ",02/08/2013,,,,11/08/2013,,,
tongfu,4,banana,The International 2013,2874380,4 ,"201,207 ",02/08/2013,,,,11/08/2013,,,
tongfu,5,kingj,The International 2013,2874380,4 ,"201,207 ",02/08/2013,,,,11/08/2013,,,
orangeesports,1,mushi,The International 2013,2874380,3 ,"287,438 ",02/08/2013,,,,11/08/2013,,,
orangeesports,2,kyxy,The International 2013,2874380,3 ,"287,438 ",02/08/2013,,,,11/08/2013,,,
orangeesports,3,ohaiyo,The International 2013,2874380,3 ,"287,438 ",02/08/2013,,,,11/08/2013,,,
orangeesports,4,xtinct,The International 2013,2874380,3 ,"287,438 ",02/08/2013,,,,11/08/2013,,,
orangeesports,5,net haslink,The International 2013,2874380,3 ,"287,438 ",02/08/2013,,,,11/08/2013,,,
natusvincere,1,xboct,The International 2013,2874380,2 ,"632,364 ",02/08/2013,1854.3944239347559,34.860339166336786,1767.243576018914,11/08/2013,1853.3112937942597,35.465265152878125,1764.6481309120643
natusvincere,2,dendi,The International 2013,2874380,2 ,"632,364 ",02/08/2013,1854.3944239347559,34.860339166336786,1767.243576018914,11/08/2013,1853.3112937942597,35.465265152878125,1764.6481309120643
natusvincere,3,funn1k,The International 2013,2874380,2 ,"632,364 ",02/08/2013,1854.3944239347559,34.860339166336786,1767.243576018914,11/08/2013,1853.3112937942597,35.465265152878125,1764.6481309120643
natusvincere,4,puppey,The International 2013,2874380,2 ,"632,364 ",02/08/2013,1854.3944239347559,34.860339166336786,1767.243576018914,11/08/2013,1853.3112937942597,35.465265152878125,1764.6481309120643
natusvincere,5,kuroky,The International 2013,2874380,2 ,"632,364 ",02/08/2013,1854.3944239347559,34.860339166336786,1767.243576018914,11/08/2013,1853.3112937942597,35.465265152878125,1764.6481309120643
teamdk,1,burning,The International 2013,2874380,5-6,"114,975 ",02/08/2013,,,,11/08/2013,,,
teamdk,2,super,The International 2013,2874380,5-6,"114,975 ",02/08/2013,,,,11/08/2013,,,
teamdk,3,rotk,The International 2013,2874380,5-6,"114,975 ",02/08/2013,,,,11/08/2013,,,
teamdk,4,qqq,The International 2013,2874380,5-6,"114,975 ",02/08/2013,,,,11/08/2013,,,
teamdk,5,mmy,The International 2013,2874380,5-6,"114,975 ",02/08/2013,,,,11/08/2013,,,
mufc,1,dabeliuteef,The International 2013,2874380,13-16,0 ,02/08/2013,,,,11/08/2013,,,
mufc,2,toofuckinggood,The International 2013,2874380,13-16,0 ,02/08/2013,,,,11/08/2013,,,
mufc,3,ling,The International 2013,2874380,13-16,0 ,02/08/2013,,,,11/08/2013,,,
mufc,4,fzfz,The International 2013,2874380,13-16,0 ,02/08/2013,,,,11/08/2013,,,
mufc,5,winter,The International 2013,2874380,13-16,0 ,02/08/2013,,,,11/08/2013,,,
mousesports,1,black,The International 2013,2874380,13-16,0 ,02/08/2013,1754.5021067260104,32.46354784701013,1673.343237108485,11/08/2013,1754.5021067260104,34.12542035904619,1669.188555828395
mousesports,2,fata,The International 2013,2874380,13-16,0 ,02/08/2013,1754.5021067260104,32.46354784701013,1673.343237108485,11/08/2013,1754.5021067260104,34.12542035904619,1669.188555828395
mousesports,3,qojqva,The International 2013,2874380,13-16,0 ,02/08/2013,1754.5021067260104,32.46354784701013,1673.343237108485,11/08/2013,1754.5021067260104,34.12542035904619,1669.188555828395
mousesports,4,synderen,The International 2013,2874380,13-16,0 ,02/08/2013,1754.5021067260104,32.46354784701013,1673.343237108485,11/08/2013,1754.5021067260104,34.12542035904619,1669.188555828395
mousesports,5,pas,The International 2013,2874380,13-16,0 ,02/08/2013,1754.5021067260104,32.46354784701013,1673.343237108485,11/08/2013,1754.5021067260104,34.12542035904619,1669.188555828395
lgdgaming,1,sylar,The International 2013,2874380,9-12,0 ,02/08/2013,1823.1319029789342,40.11131592021012,1722.853613178409,11/08/2013,1823.1319029789342,41.45310892636723,1719.499130663016
lgdgaming,2,yao,The International 2013,2874380,9-12,0 ,02/08/2013,1823.1319029789342,40.11131592021012,1722.853613178409,11/08/2013,1823.1319029789342,41.45310892636723,1719.499130663016
lgdgaming,3,xiao8,The International 2013,2874380,9-12,0 ,02/08/2013,1823.1319029789342,40.11131592021012,1722.853613178409,11/08/2013,1823.1319029789342,41.45310892636723,1719.499130663016
lgdgaming,4,dd,The International 2013,2874380,9-12,0 ,02/08/2013,1823.1319029789342,40.11131592021012,1722.853613178409,11/08/2013,1823.1319029789342,41.45310892636723,1719.499130663016
lgdgaming,5,ddc,The International 2013,2874380,9-12,0 ,02/08/2013,1823.1319029789342,40.11131592021012,1722.853613178409,11/08/2013,1823.1319029789342,41.45310892636723,1719.499130663016
terribleterribledamage,1,jackal,Techlabs Cup 2013 Season 2,10000,1,"5,000",31/08/2013,,,,31/08/2013,,,
terribleterribledamage,2,resolut1on,Techlabs Cup 2013 Season 2,10000,1,"5,000",31/08/2013,,,,31/08/2013,,,
terribleterribledamage,3,mag,Techlabs Cup 2013 Season 2,10000,1,"5,000",31/08/2013,,,,31/08/2013,,,
terribleterribledamage,4,alwayswannafly,Techlabs Cup 2013 Season 2,10000,1,"5,000",31/08/2013,,,,31/08/2013,,,
terribleterribledamage,5,wejustzik,Techlabs Cup 2013 Season 2,10000,1,"5,000",31/08/2013,,,,31/08/2013,,,
_powerrangers,1,chshrct,Techlabs Cup 2013 Season 2,10000,2,"3,000",31/08/2013,,,,31/08/2013,,,
_powerrangers,2,moonlight,Techlabs Cup 2013 Season 2,10000,2,"3,000",31/08/2013,,,,31/08/2013,,,
_powerrangers,3,zxc,Techlabs Cup 2013 Season 2,10000,2,"3,000",31/08/2013,,,,31/08/2013,,,
_powerrangers,4,fng,Techlabs Cup 2013 Season 2,10000,2,"3,000",31/08/2013,,,,31/08/2013,,,
_powerrangers,5,j4,Techlabs Cup 2013 Season 2,10000,2,"3,000",31/08/2013,,,,31/08/2013,,,
rox,1,bzzisperfect,Techlabs Cup 2013 Season 2,10000,3,"1,500",31/08/2013,,,,31/08/2013,,,
rox,2,g,Techlabs Cup 2013 Season 2,10000,3,"1,500",31/08/2013,,,,31/08/2013,,,
rox,3,tpoh,Techlabs Cup 2013 Season 2,10000,3,"1,500",31/08/2013,,,,31/08/2013,,,
rox,4,yol,Techlabs Cup 2013 Season 2,10000,3,"1,500",31/08/2013,,,,31/08/2013,,,
rox,5,goblak,Techlabs Cup 2013 Season 2,10000,3,"1,500",31/08/2013,,,,31/08/2013,,,
cascade,1,judo,Techlabs Cup 2013 Season 2,10000,4,500,31/08/2013,,,,31/08/2013,,,
cascade,2,chomy,Techlabs Cup 2013 Season 2,10000,4,500,31/08/2013,,,,31/08/2013,,,
cascade,3,bignum,Techlabs Cup 2013 Season 2,10000,4,500,31/08/2013,,,,31/08/2013,,,
cascade,4,obiwanbanan,Techlabs Cup 2013 Season 2,10000,4,500,31/08/2013,,,,31/08/2013,,,
cascade,5,alba,Techlabs Cup 2013 Season 2,10000,4,500,31/08/2013,,,,31/08/2013,,,
alliance,1,loda,StarLadder StarSeries Season 7,22500,2,"6,000 ",31/08/2013,1904.6867691677367,40.09299336764287,1804.4542857486294,13/10/2013,1902.1453268606158,39.93464570076761,1802.3087126086969
alliance,2,s4,StarLadder StarSeries Season 7,22500,2,"6,000 ",31/08/2013,1904.6867691677367,40.09299336764287,1804.4542857486294,13/10/2013,1902.1453268606158,39.93464570076761,1802.3087126086969
alliance,3,admiralbulldog,StarLadder StarSeries Season 7,22500,2,"6,000 ",31/08/2013,1904.6867691677367,40.09299336764287,1804.4542857486294,13/10/2013,1902.1453268606158,39.93464570076761,1802.3087126086969
alliance,4,akke,StarLadder StarSeries Season 7,22500,2,"6,000 ",31/08/2013,1904.6867691677367,40.09299336764287,1804.4542857486294,13/10/2013,1902.1453268606158,39.93464570076761,1802.3087126086969
alliance,5,egm,StarLadder StarSeries Season 7,22500,2,"6,000 ",31/08/2013,1904.6867691677367,40.09299336764287,1804.4542857486294,13/10/2013,1902.1453268606158,39.93464570076761,1802.3087126086969
fnatic,1,era,StarLadder StarSeries Season 7,22500,5-16,0,31/08/2013,1747.8099786494522,40.396199321011736,1646.8194803469228,13/10/2013,1738.0112081076493,39.604007704296286,1639.0011888469085
fnatic,2,h4nn1,StarLadder StarSeries Season 7,22500,5-16,0,31/08/2013,1747.8099786494522,40.396199321011736,1646.8194803469228,13/10/2013,1738.0112081076493,39.604007704296286,1639.0011888469085
fnatic,3,trixi,StarLadder StarSeries Season 7,22500,5-16,0,31/08/2013,1747.8099786494522,40.396199321011736,1646.8194803469228,13/10/2013,1738.0112081076493,39.604007704296286,1639.0011888469085
fnatic,4,n0tail,StarLadder StarSeries Season 7,22500,5-16,0,31/08/2013,1747.8099786494522,40.396199321011736,1646.8194803469228,13/10/2013,1738.0112081076493,39.604007704296286,1639.0011888469085
fnatic,5,fly,StarLadder StarSeries Season 7,22500,5-16,0,31/08/2013,1747.8099786494522,40.396199321011736,1646.8194803469228,13/10/2013,1738.0112081076493,39.604007704296286,1639.0011888469085
virtuspro,1,lightofheaven,StarLadder StarSeries Season 7,22500,5-16,0,31/08/2013,1676.902275118898,39.965781220669605,1576.987822067224,13/10/2013,1594.2750699063163,41.52132916759999,1490.4717469873162
virtuspro,2,resolut1on,StarLadder StarSeries Season 7,22500,5-16,0,31/08/2013,1676.902275118898,39.965781220669605,1576.987822067224,13/10/2013,1594.2750699063163,41.52132916759999,1490.4717469873162
virtuspro,3,g,StarLadder StarSeries Season 7,22500,5-16,0,31/08/2013,1676.902275118898,39.965781220669605,1576.987822067224,13/10/2013,1594.2750699063163,41.52132916759999,1490.4717469873162
virtuspro,4,goblak,StarLadder StarSeries Season 7,22500,5-16,0,31/08/2013,1676.902275118898,39.965781220669605,1576.987822067224,13/10/2013,1594.2750699063163,41.52132916759999,1490.4717469873162
virtuspro,5,ns,StarLadder StarSeries Season 7,22500,5-16,0,31/08/2013,1676.902275118898,39.965781220669605,1576.987822067224,13/10/2013,1594.2750699063163,41.52132916759999,1490.4717469873162
teamempire,1,silent,StarLadder StarSeries Season 7,22500,3,"3,000 ",31/08/2013,1614.6040858827416,46.66254939657052,1497.9477123913152,13/10/2013,1735.4068852963685,40.60667670367198,1633.8901935371885
teamempire,2,scandal,StarLadder StarSeries Season 7,22500,3,"3,000 ",31/08/2013,1614.6040858827416,46.66254939657052,1497.9477123913152,13/10/2013,1735.4068852963685,40.60667670367198,1633.8901935371885
teamempire,3,mag,StarLadder StarSeries Season 7,22500,3,"3,000 ",31/08/2013,1614.6040858827416,46.66254939657052,1497.9477123913152,13/10/2013,1735.4068852963685,40.60667670367198,1633.8901935371885
