team,pos,id,tour,prizeusd,start,startelo,end,endelo
_powerrangers,4,nanique,StarLadder StarSeries Season 5,15000,11/02/2013,,07/04/2013,
_powerrangers,5,kaht,StarLadder StarSeries Season 5,15000,11/02/2013,,07/04/2013,
applebananacucumber,1,dabeliuteef,Armaggeddon Dota 2 Grand Slam Asia 2013,22500,07/03/2013,,10/03/2013,
applebananacucumber,2,toofuckinggood,Armaggeddon Dota 2 Grand Slam Asia 2013,22500,07/03/2013,,10/03/2013,
applebananacucumber,3,xigz91,Armaggeddon Dota 2 Grand Slam Asia 2013,22500,07/03/2013,,10/03/2013,
applebananacucumber,4,winter,Armaggeddon Dota 2 Grand Slam Asia 2013,22500,07/03/2013,,10/03/2013,
applebananacucumber,5,taylor,Armaggeddon Dota 2 Grand Slam Asia 2013,22500,07/03/2013,,10/03/2013,
gizmogaming,1,yang,Armaggeddon Dota 2 Grand Slam Asia 2013,22500,07/03/2013,,10/03/2013,
gizmogaming,2,lilpurple,Armaggeddon Dota 2 Grand Slam Asia 2013,22500,07/03/2013,,10/03/2013,
gizmogaming,3,melody,Armaggeddon Dota 2 Grand Slam Asia 2013,22500,07/03/2013,,10/03/2013,
gizmogaming,4,kenrio,Armaggeddon Dota 2 Grand Slam Asia 2013,22500,07/03/2013,,10/03/2013,
gizmogaming,5,o_o,Armaggeddon Dota 2 Grand Slam Asia 2013,22500,07/03/2013,,10/03/2013,
firstdeparture,1,meracle,Armaggeddon Dota 2 Grand Slam Asia 2013,22500,07/03/2013,,10/03/2013,
firstdeparture,2,poloson,Armaggeddon Dota 2 Grand Slam Asia 2013,22500,07/03/2013,,10/03/2013,
firstdeparture,3,hana,Armaggeddon Dota 2 Grand Slam Asia 2013,22500,07/03/2013,,10/03/2013,
firstdeparture,4,lubby,Armaggeddon Dota 2 Grand Slam Asia 2013,22500,07/03/2013,,10/03/2013,
firstdeparture,5,kai,Armaggeddon Dota 2 Grand Slam Asia 2013,22500,07/03/2013,,10/03/2013,
harrosh,1,fluffy,Armaggeddon Dota 2 Grand Slam Asia 2013,22500,07/03/2013,,10/03/2013,
harrosh,2,drakan,Armaggeddon Dota 2 Grand Slam Asia 2013,22500,07/03/2013,,10/03/2013,
harrosh,3,fisher,Armaggeddon Dota 2 Grand Slam Asia 2013,22500,07/03/2013,,10/03/2013,
harrosh,4,kio,Armaggeddon Dota 2 Grand Slam Asia 2013,22500,07/03/2013,,10/03/2013,
harrosh,5,alanter,Armaggeddon Dota 2 Grand Slam Asia 2013,22500,07/03/2013,,10/03/2013,
awake,1,toy,Armaggeddon Dota 2 Grand Slam Asia 2013,22500,07/03/2013,,10/03/2013,
awake,2,boombell,Armaggeddon Dota 2 Grand Slam Asia 2013,22500,07/03/2013,,10/03/2013,
awake,3,soul,Armaggeddon Dota 2 Grand Slam Asia 2013,22500,07/03/2013,,10/03/2013,
awake,4,aaym16a4,Armaggeddon Dota 2 Grand Slam Asia 2013,22500,07/03/2013,,10/03/2013,
awake,5,yo2,Armaggeddon Dota 2 Grand Slam Asia 2013,22500,07/03/2013,,10/03/2013,
gangsterblaque,1,heinrich,Armaggeddon Dota 2 Grand Slam Asia 2013,22500,07/03/2013,,10/03/2013,
gangsterblaque,2,sakuragii,Armaggeddon Dota 2 Grand Slam Asia 2013,22500,07/03/2013,,10/03/2013,
gangsterblaque,3,ben haslink,Armaggeddon Dota 2 Grand Slam Asia 2013,22500,07/03/2013,,10/03/2013,
gangsterblaque,4,juuundellllll,Armaggeddon Dota 2 Grand Slam Asia 2013,22500,07/03/2013,,10/03/2013,
gangsterblaque,5,jobeeezy,Armaggeddon Dota 2 Grand Slam Asia 2013,22500,07/03/2013,,10/03/2013,
pacificesports,1,mrswish,Armaggeddon Dota 2 Grand Slam Asia 2013,22500,07/03/2013,,10/03/2013,
pacificesports,2,rjc,Armaggeddon Dota 2 Grand Slam Asia 2013,22500,07/03/2013,,10/03/2013,
pacificesports,3,sel,Armaggeddon Dota 2 Grand Slam Asia 2013,22500,07/03/2013,,10/03/2013,
pacificesports,4,egocentricking,Armaggeddon Dota 2 Grand Slam Asia 2013,22500,07/03/2013,,10/03/2013,
pacificesports,5,sundae,Armaggeddon Dota 2 Grand Slam Asia 2013,22500,07/03/2013,,10/03/2013,
tlerreborn,1,ricochet,Armaggeddon Dota 2 Grand Slam Asia 2013,22500,07/03/2013,,10/03/2013,
tlerreborn,2,vahnzz,Armaggeddon Dota 2 Grand Slam Asia 2013,22500,07/03/2013,,10/03/2013,
tlerreborn,3,dmelonz,Armaggeddon Dota 2 Grand Slam Asia 2013,22500,07/03/2013,,10/03/2013,
tlerreborn,4,spica,Armaggeddon Dota 2 Grand Slam Asia 2013,22500,07/03/2013,,10/03/2013,
tlerreborn,5,greymon,Armaggeddon Dota 2 Grand Slam Asia 2013,22500,07/03/2013,,10/03/2013,
neolutionindonesia,1,cl,Armaggeddon Dota 2 Grand Slam Asia 2013,22500,07/03/2013,,10/03/2013,
neolutionindonesia,2,xlr8,Armaggeddon Dota 2 Grand Slam Asia 2013,22500,07/03/2013,,10/03/2013,
neolutionindonesia,3,blackdiamond,Armaggeddon Dota 2 Grand Slam Asia 2013,22500,07/03/2013,,10/03/2013,
neolutionindonesia,4,kwang,Armaggeddon Dota 2 Grand Slam Asia 2013,22500,07/03/2013,,10/03/2013,
neolutionindonesia,5,r993723529,Armaggeddon Dota 2 Grand Slam Asia 2013,22500,07/03/2013,,10/03/2013,
thekade,1,tfc,Armaggeddon Dota 2 Grand Slam Asia 2013,22500,07/03/2013,,10/03/2013,
thekade,2,paradox,Armaggeddon Dota 2 Grand Slam Asia 2013,22500,07/03/2013,,10/03/2013,
thekade,3,demon haslink,Armaggeddon Dota 2 Grand Slam Asia 2013,22500,07/03/2013,,10/03/2013,
thekade,4,munky,Armaggeddon Dota 2 Grand Slam Asia 2013,22500,07/03/2013,,10/03/2013,
thekade,5,kingdomofdeath,Armaggeddon Dota 2 Grand Slam Asia 2013,22500,07/03/2013,,10/03/2013,
genuinenessofgeeks,1,rel,Armaggeddon Dota 2 Grand Slam Asia 2013,22500,07/03/2013,,10/03/2013,
genuinenessofgeeks,2,war,Armaggeddon Dota 2 Grand Slam Asia 2013,22500,07/03/2013,,10/03/2013,
genuinenessofgeeks,3,joku,Armaggeddon Dota 2 Grand Slam Asia 2013,22500,07/03/2013,,10/03/2013,
genuinenessofgeeks,4,ikado,Armaggeddon Dota 2 Grand Slam Asia 2013,22500,07/03/2013,,10/03/2013,
genuinenessofgeeks,5,oxy,Armaggeddon Dota 2 Grand Slam Asia 2013,22500,07/03/2013,,10/03/2013,
gameware,1,yangmi,Armaggeddon Dota 2 Grand Slam Asia 2013,22500,07/03/2013,,10/03/2013,
gameware,2,ky,Armaggeddon Dota 2 Grand Slam Asia 2013,22500,07/03/2013,,10/03/2013,
gameware,3,itachi,Armaggeddon Dota 2 Grand Slam Asia 2013,22500,07/03/2013,,10/03/2013,
gameware,4,kimikuna,Armaggeddon Dota 2 Grand Slam Asia 2013,22500,07/03/2013,,10/03/2013,
gameware,5,rotz,Armaggeddon Dota 2 Grand Slam Asia 2013,22500,07/03/2013,,10/03/2013,
natusvincere,1,xboct,WePlay Dota2 League Season 1,8700,09/03/2013,988.0579870686433,13/05/2013,1222.4314546157902
natusvincere,2,dendi,WePlay Dota2 League Season 1,8700,09/03/2013,988.0579870686433,13/05/2013,1222.4314546157902
natusvincere,3,funn1k,WePlay Dota2 League Season 1,8700,09/03/2013,988.0579870686433,13/05/2013,1222.4314546157902
natusvincere,4,puppey,WePlay Dota2 League Season 1,8700,09/03/2013,988.0579870686433,13/05/2013,1222.4314546157902
natusvincere,5,kuroky,WePlay Dota2 League Season 1,8700,09/03/2013,988.0579870686433,13/05/2013,1222.4314546157902
qpadredpandas,1,wagamama,WePlay Dota2 League Season 1,8700,09/03/2013,,13/05/2013,
qpadredpandas,2,singsing,WePlay Dota2 League Season 1,8700,09/03/2013,,13/05/2013,
qpadredpandas,3,select,WePlay Dota2 League Season 1,8700,09/03/2013,,13/05/2013,
qpadredpandas,4,jerax,WePlay Dota2 League Season 1,8700,09/03/2013,,13/05/2013,
qpadredpandas,5,mini,WePlay Dota2 League Season 1,8700,09/03/2013,,13/05/2013,
alliance,1,loda,WePlay Dota2 League Season 1,8700,09/03/2013,1305.4608740035158,13/05/2013,1461.736210618924
alliance,2,s4,WePlay Dota2 League Season 1,8700,09/03/2013,1305.4608740035158,13/05/2013,1461.736210618924
alliance,3,admiralbulldog,WePlay Dota2 League Season 1,8700,09/03/2013,1305.4608740035158,13/05/2013,1461.736210618924
alliance,4,akke,WePlay Dota2 League Season 1,8700,09/03/2013,1305.4608740035158,13/05/2013,1461.736210618924
alliance,5,egm,WePlay Dota2 League Season 1,8700,09/03/2013,1305.4608740035158,13/05/2013,1461.736210618924
evilgeniuses,1,jeyo,WePlay Dota2 League Season 1,8700,09/03/2013,1152.7227190089013,13/05/2013,1140.3898940194952
evilgeniuses,2,demon,WePlay Dota2 League Season 1,8700,09/03/2013,1152.7227190089013,13/05/2013,1140.3898940194952
evilgeniuses,3,fear,WePlay Dota2 League Season 1,8700,09/03/2013,1152.7227190089013,13/05/2013,1140.3898940194952
evilgeniuses,4,maelk,WePlay Dota2 League Season 1,8700,09/03/2013,1152.7227190089013,13/05/2013,1140.3898940194952
evilgeniuses,5,bdiz,WePlay Dota2 League Season 1,8700,09/03/2013,1152.7227190089013,13/05/2013,1140.3898940194952
teamdignitas,1,fogged,WePlay Dota2 League Season 1,8700,09/03/2013,1061.8653820391805,13/05/2013,1183.352533579398
teamdignitas,2,sneyking,WePlay Dota2 League Season 1,8700,09/03/2013,1061.8653820391805,13/05/2013,1183.352533579398
teamdignitas,3,tidesoftime,WePlay Dota2 League Season 1,8700,09/03/2013,1061.8653820391805,13/05/2013,1183.352533579398
teamdignitas,4,aui_2000,WePlay Dota2 League Season 1,8700,09/03/2013,1061.8653820391805,13/05/2013,1183.352533579398
teamdignitas,5,waytosexy,WePlay Dota2 League Season 1,8700,09/03/2013,1061.8653820391805,13/05/2013,1183.352533579398
mousesports,1,black,WePlay Dota2 League Season 1,8700,09/03/2013,1088.9136349071305,13/05/2013,1130.9476101708851
mousesports,2,fata,WePlay Dota2 League Season 1,8700,09/03/2013,1088.9136349071305,13/05/2013,1130.9476101708851
mousesports,3,qojqva,WePlay Dota2 League Season 1,8700,09/03/2013,1088.9136349071305,13/05/2013,1130.9476101708851
mousesports,4,pas,WePlay Dota2 League Season 1,8700,09/03/2013,1088.9136349071305,13/05/2013,1130.9476101708851
mousesports,5,alex,WePlay Dota2 League Season 1,8700,09/03/2013,1088.9136349071305,13/05/2013,1130.9476101708851
fnaticeu,1,era,WePlay Dota2 League Season 1,8700,09/03/2013,,13/05/2013,
fnaticeu,2,h4nn1,WePlay Dota2 League Season 1,8700,09/03/2013,,13/05/2013,
fnaticeu,3,trixi,WePlay Dota2 League Season 1,8700,09/03/2013,,13/05/2013,
fnaticeu,4,n0tail,WePlay Dota2 League Season 1,8700,09/03/2013,,13/05/2013,
fnaticeu,5,fly,WePlay Dota2 League Season 1,8700,09/03/2013,,13/05/2013,
teamliquid,1,tc,WePlay Dota2 League Season 1,8700,09/03/2013,1343.0169252408093,13/05/2013,1239.9235506411449
teamliquid,2,korok,WePlay Dota2 League Season 1,8700,09/03/2013,1343.0169252408093,13/05/2013,1239.9235506411449
teamliquid,3,bulba,WePlay Dota2 League Season 1,8700,09/03/2013,1343.0169252408093,13/05/2013,1239.9235506411449
teamliquid,4,fluffnstuff,WePlay Dota2 League Season 1,8700,09/03/2013,1343.0169252408093,13/05/2013,1239.9235506411449
teamliquid,5,ixmike88,WePlay Dota2 League Season 1,8700,09/03/2013,1343.0169252408093,13/05/2013,1239.9235506411449
teamempire,1,blowyourbrain,DreamHack Dota 2 Invitational,6000,14/03/2013,1248.2946368924895,18/04/2013,929.8873103399471
teamempire,2,vigoss,DreamHack Dota 2 Invitational,6000,14/03/2013,1248.2946368924895,18/04/2013,929.8873103399471
teamempire,3,scandal,DreamHack Dota 2 Invitational,6000,14/03/2013,1248.2946368924895,18/04/2013,929.8873103399471
teamempire,4,goblak,DreamHack Dota 2 Invitational,6000,14/03/2013,1248.2946368924895,18/04/2013,929.8873103399471
teamempire,5,silent,DreamHack Dota 2 Invitational,6000,14/03/2013,1248.2946368924895,18/04/2013,929.8873103399471
virtuspro,1,illidan,DreamHack Dota 2 Invitational,6000,14/03/2013,1187.993535467981,18/04/2013,1105.1307643511948
virtuspro,2,crazy,DreamHack Dota 2 Invitational,6000,14/03/2013,1187.993535467981,18/04/2013,1105.1307643511948
virtuspro,3,ksi,DreamHack Dota 2 Invitational,6000,14/03/2013,1187.993535467981,18/04/2013,1105.1307643511948
virtuspro,4,ns,DreamHack Dota 2 Invitational,6000,14/03/2013,1187.993535467981,18/04/2013,1105.1307643511948
virtuspro,5,arsart,DreamHack Dota 2 Invitational,6000,14/03/2013,1187.993535467981,18/04/2013,1105.1307643511948
